video_id,method,query,query_length,best_iou,failure_type,matched_gt
TVSUM_32,Moment-DETR,"video segment showing a local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament",20,0.3333333333333333,acceptable,"A student at Pabna bus terminal kicks off the flash mob by picking up a hat and throwing a ball, branding it as the biggest event of the year — ICC World T20 2014"
TVSUM_32,Moment-DETR,"a scene where a local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament",20,0.1111111111111111,missed_or_bad_boundary,"Music starts and a group of PUST students begin a dance, drawing a massive crowd at the terminal"
TVSUM_32,Moment-DETR,"the event in which a local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament",21,0.09090909090909091,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"the moment when a local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament",20,0.06666666666666667,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"the moment when a group of people play cricket in the crowd, bringing the celebration to its peak energy",19,0.2222222222222222,missed_or_bad_boundary,"A student at Pabna bus terminal kicks off the flash mob by picking up a hat and throwing a ball, branding it as the biggest event of the year — ICC World T20 2014"
TVSUM_32,Moment-DETR,"video segment showing a group of people play cricket in the crowd, bringing the celebration to its peak energy",19,0.043478260869565216,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"a scene where a group of people play cricket in the crowd, bringing the celebration to its peak energy",19,0.09090909090909091,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"A group of people play cricket in the crowd, bringing the celebration to its peak energy",16,0.5333333333333333,acceptable,"The entire crowd joins the dance in a massive celebration, capturing the vibrant atmosphere of the city"
TVSUM_32,Moment-DETR,"A karate group integrates martial arts moves into the routine, adding unique energy to the celebration",16,0.1388888888888889,missed_or_bad_boundary,"Music starts and a group of PUST students begin a dance, drawing a massive crowd at the terminal"
TVSUM_32,Moment-DETR,"the event in which a karate group integrates martial arts moves into the routine, adding unique energy to the celebration",20,0.043478260869565216,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"video segment showing a karate group integrates martial arts moves into the routine, adding unique energy to the celebration",19,0.09090909090909091,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"the moment when a karate group integrates martial arts moves into the routine, adding unique energy to the celebration",19,0.09090909090909091,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"a scene where the entire crowd joins the dance in a massive celebration, capturing the vibrant atmosphere of the city",20,0.1111111111111111,missed_or_bad_boundary,"Music starts and a group of PUST students begin a dance, drawing a massive crowd at the terminal"
TVSUM_32,Moment-DETR,"The entire crowd joins the dance in a massive celebration, capturing the vibrant atmosphere of the city",17,0.06666666666666667,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"video segment showing the entire crowd joins the dance in a massive celebration, capturing the vibrant atmosphere of the city",20,0.09090909090909091,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,"the moment when the entire crowd joins the dance in a massive celebration, capturing the vibrant atmosphere of the city",20,0.18181818181818182,missed_or_bad_boundary,"A karate group integrates martial arts moves into the routine, adding unique energy to the celebration"
TVSUM_32,Moment-DETR,"the event in which the entire crowd joins the dance in a massive celebration, capturing the vibrant atmosphere of the city",21,0.1875,missed_or_bad_boundary,"The entire crowd joins the dance in a massive celebration, capturing the vibrant atmosphere of the city"
TVSUM_32,Moment-DETR,video segment showing onlookers film the moment as performers conclude the flash mob by proudly waving the national flag,19,0.06666666666666667,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,a scene where onlookers film the moment as performers conclude the flash mob by proudly waving the national flag,19,0.09090909090909091,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,the moment when onlookers film the moment as performers conclude the flash mob by proudly waving the national flag,19,0.13636363636363635,missed_or_bad_boundary,"A local girl joins the performance and leads the dance, showcasing the community's excitement for the tournament"
TVSUM_32,Moment-DETR,the event in which onlookers film the moment as performers conclude the flash mob by proudly waving the national flag,20,0.4444444444444444,acceptable,Onlookers film the moment as performers conclude the flash mob by proudly waving the national flag
